Promt P,Promt N,Workflow,Count
"Photo of fresh urban balcony crops including basil, leafy lettuce, cherry tomatoes, and green herbs in modern neutral pots under soft natural morning light, captured with a Sony A7 III camera and a 50mm f/2.8 macro lens. Set the aperture to f/4.0 for a balanced depth of field that keeps the plants crisp and detailed while softly blurring the distant city skyline. The composition should focus on the rule of thirds, placing the main pots toward the left with clean negative space on the right for commercial copy. Adjust the shutter speed to 1/160 to ensure sharp clarity of leaves and stems. Set the white balance to neutral-warm tones to enhance the vibrant greens and fresh home-grown aesthetic. Gentle highlights on the leaves and soft shadows on the balcony surface can be used to add depth and emphasize the sustainable small-space gardening story.",,Flux_16:9,2
"Photo of clean adult hands turning on a modern stainless-steel faucet with clear water flowing into the right palm in soft natural side light, captured with a Canon EOS R6 camera and a 50mm f/1.8 lens. Set the aperture to f/3.2 for a shallow depth of field that keeps the hands, faucet handle, and water stream sharp while softly blurring the clean white background. The composition should focus on the rule of thirds, positioning the faucet handle in the upper left and the flowing water with open hand centered. Adjust the shutter speed to 1/400 to freeze water droplets with crisp detail. Set the white balance to neutral for hygienic, accurate tones. Subtle reflections on chrome and gentle shadows can be used to add depth and reinforce a premium, health-focused cleanliness message.",,Flux_16:9,2
"Photo of a young boy drinking from a reusable transparent water bottle in bright natural daylight at a clean city park, captured with a Nikon Z6 II camera and a 50mm f/1.8 lens. Set the aperture to f/2.8 for a shallow depth of field that keeps the boy’s face and bottle sharp while softly blurring the green park background. The composition should focus on the rule of thirds, placing the child slightly to the right with negative space on the left for commercial messaging. Adjust the shutter speed to 1/250 to ensure clear detail during the drinking motion. Set the white balance to neutral-warm tones for a fresh and healthy outdoor atmosphere. Soft highlights on the transparent bottle and gentle shadows can be used to add depth and emphasize the clean hydration lifestyle.",,Flux_16:9,2
"Photo of a single water droplet hanging from the tip of a modern chrome faucet in focused directional lighting, captured with a Canon EOS R5 camera and a 100mm f/2.8 macro lens. Set the aperture to f/4.0 for extremely shallow depth of field that isolates the droplet and faucet edge while keeping the solid black background completely smooth. The composition should focus on the rule of thirds, positioning the droplet at the upper-right intersection point with a ¾ angled view of the faucet. Adjust the shutter speed to 1/500 to freeze the droplet with perfect clarity. Set the white balance to neutral for accurate chrome and water reflections. Strong highlights and subtle rim lighting can be used to define the droplet’s shape, enhance surface tension texture, and separate the metal edges from the background.",,Flux_16:9,2
"Landscape photo of a calm freshwater lake with a perfect mirror reflection of a clear blue sky during soft golden hour light, captured with a Nikon Z7 II camera and a 24-70mm f/2.8 lens. Set the aperture to f/11 for a wide depth of field that keeps the shoreline, distant trees, and reflection sharply detailed. The composition should focus on symmetry by placing the horizon at the center, with leading lines from the lakeshore guiding the eye toward the horizon. Adjust the shutter speed to 1/200 to maintain crisp sharpness. Set the white balance to warm tones to enhance the golden highlights on the trees and grass. Gentle shadows and clean reflections can be used to add depth and emphasize the pristine, peaceful natural environment.",,Flux_16:9,2
"Photo of clean water flowing from a simple outdoor metal faucet into a blue plastic bucket in bright natural morning light, captured with a Canon EOS R6 camera and a 35mm f/2 lens. Set the aperture to f/3.5 for a shallow depth of field that keeps the faucet, water stream, and bucket in sharp focus while softly blurring the rural background. The composition should focus on the rule of thirds, placing the faucet in the upper left and the bucket centered below to emphasize water access. Adjust the shutter speed to 1/400 to freeze the splashing droplets with clarity. Set the white balance to neutral-warm tones for a clean and positive atmosphere. Soft highlights on the water and gentle shadows on the ground can be used to add depth and reinforce the narrative of clean and accessible rural water supply.",,Flux_16:9,2
"Photo of three fresh herbal plants—mint, rosemary, and lavender—growing in modern minimalist pots on a natural wooden table in soft daylight, captured with a Sony A7 III camera and a 50mm f/2.8 macro lens. Set the aperture to f/4.0 for a balanced shallow depth of field that keeps the herbs crisp and detailed while softly blurring the cozy background. The composition should focus on the rule of thirds, placing lavender in the upper left, rosemary in the upper right, and mint in the center foreground. Adjust the shutter speed to 1/160 to maintain sharpness. Set the white balance to neutral-warm tones to enhance the fresh green and soft purple hues. Gentle highlights and soft shadows can be used to add depth and emphasize the clean, wellness-focused aesthetic.",,Flux_16:9,2
"Photo of clean adult hands holding freshly harvested herbal leaves in soft natural daylight, captured with a Canon EOS R6 camera and a 50mm f/2.8 macro lens. Set the aperture to f/3.2 for a shallow depth of field that keeps the mint, basil, and rosemary leaves in crisp focus while softly blurring the garden background. The composition should focus on the rule of thirds with the hands and herbs positioned toward the upper center of the frame at a slight top-down angle. Adjust the shutter speed to 1/200 to ensure sharpness in fine leaf details. Set the white balance to neutral-warm tones for natural green color rendering. Gentle highlights and subtle shadows can be used to add depth and emphasize the fresh, organic gardening wellness aesthetic.",,Flux_16:9,2
"Photo of a solo hiker walking along a forest trail from a rear view in soft natural morning light, captured with a Sony A7R IV camera and a 35mm f/1.8 lens. Set the aperture to f/2.8 for a shallow depth of field that emphasizes the hiker and the trekking path while gently blurring the trees ahead. The composition should focus on the rule of thirds, placing the hiker slightly to the right with the trail serving as leading lines into the distance. Adjust the shutter speed to 1/400 to maintain sharpness during the walking motion. Set the white balance to neutral-warm tones to enhance the fresh forest atmosphere. Soft highlights filtering through the canopy and subtle shadows can be used to add depth and convey a healthy, adventurous outdoor lifestyle.",,Flux_16:9,2
"Photo of a balanced meal consisting of grilled protein, fresh green vegetables, and complex carbs on a bright wooden dining table in soft natural side lighting, captured with a Canon EOS R6 camera and a 50mm f/2.8 macro lens. Set the aperture to f/4.0 for a controlled shallow depth of field that keeps the food textures crisp while softly blurring the clean kitchen background. The composition should focus on the rule of thirds, placing the plate slightly to the right with negative space on the left for commercial copy. Adjust the shutter speed to 1/160 to ensure sharp details in all food elements. Set the white balance to neutral-warm tones to enhance the natural colors of the ingredients. Soft highlights on the vegetables and gentle shadows under the plate can be used to add depth and emphasize a healthy, premium nutrition lifestyle.",,Flux_16:9,2
"Flat lay food photo of a healthy meal prep box line-up in soft natural daylight, captured with a Canon EOS R5 camera and a 35mm f/1.8 lens. Set the aperture to f/5.6 for a wide depth of field, ensuring all meal prep boxes are sharply in focus from front to back. The composition should be a perfect top-down 90° grid layout, filling the frame with three rows of neatly arranged containers, following precise symmetry and the rule of thirds for visual balance. Adjust the shutter speed to 1/200 to maintain crisp sharpness. Set the white balance to neutral for accurate and clean food colors. Soft shadows and subtle overhead highlights enhance the texture of fresh vegetables, grilled proteins, quinoa or brown rice, and colorful garnishes. Use a premium light oak wooden surface or white marble background, clean and brandless, with minimal accent props like a stainless knife or small sprigs of parsley at the frame edges to add context without distraction.",,Flux_16:9,2
"Food photo of a colorful fresh salad in a clear glass bowl under soft natural daylight, captured with a Sony A7R IV camera and a 50mm f/2.8 macro lens. Set the aperture to f/4 for a balanced depth of field that keeps all salad ingredients sharp and textured while subtly softening the background. The composition should be centered with a clean top-down or slightly angled 45° perspective, focusing on vibrant color contrast between green lettuce, red tomatoes, yellow bell peppers, shredded orange carrots, light green cucumber, and small avocado cubes. Adjust the shutter speed to 1/160 to ensure crisp detail. Set the white balance to neutral for clean and accurate tones. Use a white marble or light wood background for a premium kitchen ambiance, with a stainless steel fork placed neatly on the right side of the bowl to guide the viewer’s eye. Soft shadows and subtle highlights emphasize freshness and enhance the premium healthy lifestyle mood.",,Flux_16:9,2
"Drink photo of a vibrant green smoothie in soft natural daylight, captured with a Canon EOS R6 camera and a 50mm f/1.8 lens. Set the aperture to f/3.2 for a shallow depth of field, keeping the smoothie glass sharply in focus while maintaining a gentle background bokeh from a minimalist kitchen setting. The composition should be centered, with the tall transparent glass placed on a clean white marble or light concrete countertop, shot eye-level or slightly elevated at 45°. Adjust the shutter speed to 1/200 to ensure crisp detail. Set the white balance to neutral for accurate color tones. Subtle highlights on the glass surface and soft side-shadows add depth and emphasize the creamy texture. Include a few supporting ingredients like a green apple and a fresh spinach leaf positioned neatly beside the glass, without branding or text, to reinforce the premium healthy lifestyle narrative.",,Flux_16:9,2
"Lifestyle photo of a family cooking together in soft natural daylight, captured with a Nikon Z7 II camera and a 35mm f/1.8 lens. Set the aperture to f/2.8 for a shallow depth of field, keeping the family’s hands and fresh vegetables in sharp focus while softly blurring the modern kitchen background. The composition should be eye-level with a balanced medium shot, centered on the countertop where the family interacts: the father cutting red bell peppers on a wooden board, the mother preparing fresh broccoli, the son slicing cucumber with a child-safe knife, and the daughter cutting carrots while smiling. Adjust the shutter speed to 1/200 to ensure crisp sharpness during motion. Set the white balance to neutral for clean, natural tones. Soft side lighting from a large window on the left creates gentle shadows and depth, highlighting the vibrant green, red, and orange colors of the vegetables. A minimalist, bright kitchen with white or light wood surfaces and brandless utensils supports the warm, premium healthy lifestyle mood.",,Flux_16:9,2
"Food lifestyle photo of healthy office snacks in soft natural daylight, captured with a Canon EOS R5 camera and a 50mm f/2.8 macro lens. Set the aperture to f/4 for a medium depth of field, ensuring crisp texture in almonds, fresh fruit, and creamy yoghurt while subtly softening the background elements. The composition should be a clean overhead flat lay, neatly arranging a small bowl of roasted almonds, a bowl of fresh fruit (green apple slices, red grapes, blueberries), and a premium yoghurt cup topped with fruit, along with a partial view of a slim laptop keyboard, pastel sticky notes without text, a minimal metal pen, and a small desk plant for a fresh work vibe. Adjust the shutter speed to 1/200 to maintain sharpness. Set the white balance to neutral for bright, natural tones. Soft side shadows add depth and reinforce a premium, productive lifestyle atmosphere suitable for microstock corporate wellness themes.",,Flux_16:9,2
"Healthcare lifestyle photo of a patient receiving family support in soft clinical lighting, captured with a Sony A7R IV camera and a 50mm f/1.4 lens. Set the aperture to f/2.2 for a shallow depth of field, keeping the patient and family member’s hands in sharp focus while softly blurring the medical background. The composition should be a medium eye-level shot featuring a seated adult patient in neat neutral clothing, looking slightly tired but hopeful, while a supportive family member stands beside them gently holding their hand. Adjust the shutter speed to 1/160 to ensure clean sharpness. Set the white balance to neutral for accurate, professional tones. A modern clinic environment with white or soft grey walls, a neutral ergonomic chair, and subtle brandless medical props like a stethoscope and a sanitizer dispenser in the background enhances realism. Soft shadows maintain a calm, reassuring mood, highlighting compassion, dignity, and the strength of family connection in healthcare.",,Flux_16:9,2
"Portrait photo of a professional medical team in soft clinical lighting, captured with a Canon EOS R5 camera and a 50mm f/1.2 lens. Set the aperture to f/2.5 for a shallow depth of field, keeping the doctor and nurse sharply focused while softly blurring the clean clinic environment in the background. The composition should be eye-level with a balanced medium shot: the doctor in a white lab coat with a stethoscope around the neck standing confidently beside a nurse in blue scrubs holding a blank clipboard, both giving a subtle, supportive smile that conveys trust and care. Adjust the shutter speed to 1/200 to ensure crisp detail. Set the white balance to neutral for professional and clean tones. High-key lighting with soft shadows enhances the sterile modern feel, while minimal brandless medical elements in the blurred background add context without distraction.",,Flux_16:9,2
"Product-style photo of an adult hand holding cancer awareness ribbons in high-key soft lighting, captured with a Sony A7R IV camera and a 90mm f/2.8 macro lens. Set the aperture to f/4 for sharp detail on the hand and ribbons while maintaining a clean separation from the background. The composition should be a tight eye-level close-up with the hand centered, palm facing the camera and gently supporting three clearly visible looped ribbons: pink, purple, and orange. Adjust the shutter speed to 1/200 to ensure crisp sharpness. Set the white balance to neutral for accurate, vibrant ribbon colors. Use a pure white background with very soft shadows to highlight hope, care, and cancer awareness in a universal, sterile, and commercial-friendly presentation.",,Flux_16:9,2
"Portrait photo of a hopeful female patient in soft natural window light, captured with a Canon EOS R6 camera and a 50mm f/1.8 lens. Set the aperture to f/2.2 for a shallow depth of field, keeping her face in sharp focus while softly blurring the clinical background. The composition should be a medium close-up from a slightly angled side perspective, with the woman seated near a window, gazing outward calmly and optimistically, hands resting gently on her lap. Adjust the shutter speed to 1/160 to maintain sharpness. Set the white balance to neutral for soft, clean tones. Subtle highlights from the window illuminate her profile, while minimal medical elements like a plain chair and a small vase are softly blurred behind her to enhance the peaceful and supportive healthcare setting.",,Flux_16:9,2
"Group lifestyle photo of a support circle in soft natural daylight, captured with a Nikon Z7 II camera and a 35mm f/1.8 lens. Set the aperture to f/4 for a moderate depth of field, keeping all six adult participants clearly in focus while maintaining a gentle separation from the background. The composition should be an eye-level medium wide shot showing a circular seating arrangement, with the primary speaker slightly off-center in the foreground, hands gently open while talking, and the rest of the group leaning in with attentive expressions and direct eye contact. Adjust the shutter speed to 1/200 to ensure sharpness. Set the white balance to neutral for soft, clean tones. A calm counseling room environment with neutral walls, modern simple chairs, and subtle props like a small table with a tissue box and a green plant should remain brand-free and softly lit to support a mood of empathy, safety, and emotional connection.",,Flux_16:9,2
"Photo of a couple’s hands gently holding each other over a modern wooden café table in warm soft light, captured with a Canon EOS R6 Mark II camera and a 50mm f/1.8 lens. Set the aperture to f/2.0 for a shallow depth of field, keeping the focus crisp on the intertwined hands while softly blurring the background and surrounding props. The composition should follow the rule of thirds, with the hands centered and two ceramic coffee cups positioned in the left and right foreground for visual balance. Adjust the shutter speed to 1/200 to ensure sharpness. Set the white balance to warm tones to enhance the cozy, romantic café atmosphere. Soft highlights on the skin, creamy bokeh in the background, and minimal shadows can be used to add depth and emphasize emotional connection.",,Flux_16:9,2
"Photo of a romantic bouquet of fresh roses and an elegant gift box arranged neatly on a white cotton bed, captured in soft natural light with a Canon EOS R5 camera and a 35mm f/1.4 lens. Set the aperture to f/2.2 for a shallow depth of field, keeping the bouquet and gift box in sharp focus while allowing the pillows and fabric folds to blur gently into a creamy background. The composition should follow the rule of thirds with the objects slightly off-center, leaving clean white negative space on one side for text placement. Adjust the shutter speed to 1/160 to ensure sharpness and maintain softness in the scene. Set the white balance to warm tones to enhance the romantic and cozy atmosphere. Use subtle highlights on the rose petals and satin ribbon, along with very soft shadows, to add depth and a premium lifestyle aesthetic.",,Flux_16:9,2
"Photo of premium chocolates, fresh roses, and a blank ivory card arranged in a clean flatlay on a marble white surface, captured in soft natural light with a Canon EOS R5 camera and a 50mm f/1.8 lens. Set the aperture to f/3.5 for a moderately shallow depth of field that keeps all key objects sharp while maintaining gentle fall-off around the edges. The composition should be a full top-down 90° overhead shot following the rule of thirds, with the blank card positioned to create clear negative space for text placement, roses arranged as the romantic focal point, and chocolates balanced on the opposite side. Adjust the shutter speed to 1/200 to ensure crisp details. Set the white balance to warm tones for a subtle romantic feel. Soft shadows and delicate highlights on the chocolates and flower petals can be used to add depth and a premium editorial aesthetic.",,Flux_16:9,2
"Photo of an elderly couple walking hand-in-hand along a garden path in warm golden hour sunlight, captured with a Canon EOS R5 camera and a 70-200mm f/2.8 lens. Set the aperture to f/3.2 for moderate depth of field, keeping the couple in crisp focus while softly blurring the trees and park elements in the background. The composition should be eye-level with leading lines from the pathway naturally guiding attention toward the couple, positioned slightly off-center to allow clean negative space for text placement. Adjust the shutter speed to 1/400 to maintain sharpness during their movement. Set the white balance to warm tones to enhance the uplifting and romantic atmosphere. Soft rim lighting from the sun and gentle bokeh from the greenery can be used to add depth and highlight their joyful connection.",,Flux_16:9,2
"Photo of two best friends laughing joyfully while taking a selfie outdoors, captured with a Canon EOS R6 Mark II camera and an 85mm f/1.8 lens. Set the aperture to f/2.0 for a shallow depth of field that sharply emphasizes their expressive faces while creating a smooth background bokeh with soft hints of the city environment. The composition should be a medium close-up with a slightly high selfie angle, including the friend’s arm and smartphone in the foreground, subtly blurred to enhance depth and realism. Adjust the shutter speed to 1/250 to freeze the lively moment. Set the white balance to daylight with a warm touch to reflect a cheerful, vibrant atmosphere. Soft natural highlights on their faces can be used to accentuate their laughter and youthful energy.",,Flux_16:9,2
"Photo of traditional red paper lanterns hanging in the city at night, captured with a Sony A7R IV camera and an 85mm f/1.4 lens. Set the aperture to f/1.8 for a very shallow depth of field, keeping one or two lanterns in the foreground crisp and in focus while rendering the city lights behind as creamy, colorful bokeh. The composition should use a slight upward angle to emphasize the row of lanterns leading into the background, with clean negative space along one side for design use. Adjust the shutter speed to 1/200 to maintain sharpness despite low light. Set the white balance to warm tones to preserve the rich red glow of the lanterns. Soft highlights on the gold tassels and gentle night reflections can be used to add depth and a festive, vibrant mood.",,Flux_16:9,2
"Photo of a glossy red-and-gold horse zodiac figurine with bright red envelopes arranged on a warm wooden table, captured with a Canon EOS R5 camera and a 50mm f/1.4 lens. Set the aperture to f/2.8 for a shallow depth of field that keeps the figurine sharply defined while softly blurring the envelopes and background. The composition should follow the rule of thirds, with the horse placed slightly off-center and the red envelopes positioned adjacent as complementary elements. Adjust the shutter speed to 1/160 to maintain sharpness and detail in the metallic highlights. Set the white balance to warm tones to enhance the festive red and gold palette. Soft golden highlights and gentle shadows can be used to emphasize texture in the wood grain and add a premium celebratory mood.",,Flux_16:9,2
"Photo of a festive family feast for a Lunar celebration displayed on a dark walnut dining table, captured with a Canon EOS R6 Mark II camera and a 35mm f/1.8 lens. Set the aperture to f/4.0 for a moderate depth of field, keeping all hero dishes—steamed dumplings in a bamboo steamer, a whole fish on an oval plate, and fresh stir-fried vegetables—in sharp focus while allowing gentle fall-off toward the table edges. The composition should be a top-down or slight 45° angle shot, with 3–4 adult hands using chopsticks reaching naturally toward the food, guiding the viewer’s eye. Adjust the shutter speed to 1/200 to ensure crisp detail in dynamic hand movement. Set the white balance to warm tones to enhance the celebratory and abundant atmosphere. Soft highlights on glossy food textures and subtle shadows between dishes can be used to add richness, warmth, and a sense of joyful reunion.",,Flux_16:9,2
"Photo of a festive home entrance decorated with a glossy red door and paired red lanterns, captured with a Canon EOS R5 camera and a 24-70mm f/2.8 lens. Set the aperture to f/5.6 for a wide depth of field, ensuring the entire door, lanterns, and surrounding wall remain sharp and clear. The composition should be symmetrical, with the door centered and two lanterns hanging at eye level on each side, leaving clean negative space on the white wall for design placement. Adjust the shutter speed to 1/160 to maintain crisp detail in daylight. Set the white balance to daylight for accurate, vivid reds and clean whites. Soft natural lighting and gentle shadows can be used to emphasize the premium textures of the door, gold accents, and minimal architectural elements, creating a welcoming and festive atmosphere.",,Flux_16:9,2
"Photo of a vibrant lion dance performance on a festive city street, captured with a Sony A7R IV camera and a 70-200mm f/2.8 lens. Set the aperture to f/2.8 for a shallow depth of field, isolating the expressive red-and-gold lion head in sharp focus while rendering the lanterns and city background as soft, colorful bokeh. The composition should be a tight medium close-up with a slight low-angle perspective, placing the lion’s eyes along the rule of thirds to emphasize energy and character. Adjust the shutter speed to 1/500 to freeze dynamic motion in the fur and costume. Set the white balance to daylight with warm enhancement for vivid festival tones. Use bright highlights and subtle confetti accents to convey a lively, celebratory mood.",,Flux_16:9,2
"Portrait photo of two adult hands donating money into a mosque donation box in soft natural lighting, captured with a Canon EOS R5 camera and a 50mm f/1.4 lens. Set the aperture to f/2.8 for shallow depth of field, keeping the hands and the donation slot in sharp focus while softly blurring the mosque’s geometric interior in the background. The composition should follow the rule of thirds, with the donation slot positioned slightly off-center to emphasize the action of giving. Adjust the shutter speed to 1/160 to ensure sharpness. Set the white balance to neutral for clean and accurate tones. Soft shadows from side window light and subtle reflections on the metallic or wooden donation box can add depth, creating a calm and spiritual atmosphere.",,Flux_16:9,2
"Food photo of fresh Medjool dates and a glass of clear water on a white marble table in warm side lighting, captured with a Canon EOS R5 camera and a 50mm f/1.8 lens. Set the aperture to f/3.2 for shallow depth of field, ensuring the dates and the glass are in sharp focus while the dark charcoal background falls into a creamy bokeh blur. The composition should follow the rule of thirds, with the plate of dates slightly off-center and controlled negative space on the right side for potential text placement. Adjust the shutter speed to 1/160 to maintain image sharpness. Set the white balance to warm tones to enhance the golden highlights on the dates and glass. Subtle reflections on the marble surface and soft shadows can be used to add a premium, elegant, and spiritually calm atmosphere suitable for Ramadan and Iftar visuals.",,Flux_16:9,2
"Landscape photo of a mosque silhouette against a dramatic sunset sky, captured with a Nikon Z7 II camera and a 24-70mm f/2.8 lens. Set the aperture to f/8 for a wide depth of field, ensuring both the mosque silhouette and the vivid sky remain perfectly sharp. The composition should follow the rule of thirds, with the mosque positioned along the lower 20–25% of the frame and expansive negative space in the upper area for copy placement. Adjust the shutter speed to 1/250 to preserve clean silhouette edges against the bright horizon. Set the white balance to warm tones to enhance the gradient colors of orange, magenta, and deep purple in the sky. Subtle elongated clouds and strong backlighting from the sun below the horizon can be used to create a spiritual and visually striking atmosphere.",,Flux_16:9,1
"Portrait photo of a Muslim family praying together around a dining table just before Iftar in warm golden hour lighting, captured with a Canon EOS R5 camera and a 35mm f/1.4L lens. Set the aperture to f/2.2 for a shallow depth of field, keeping the family’s raised hands and serene expressions in sharp focus while softly blurring the modern dining room background. The composition should follow the rule of thirds at eye level, with slight negative space at the top for potential copy placement. Adjust the shutter speed to 1/160 to ensure overall sharpness. Set the white balance to warm tones to enhance the golden highlights from the side window light. Soft shadows and subtle reflections on glassware and plates can be used to add depth, conveying a premium, intimate, and spiritually warm Ramadan atmosphere.",,Flux_16:9,2
"Food photo of a flat lay Iftar scene with hands interacting with the meal in soft warm lighting, captured with a Sony A7R IV camera and a 35mm f/1.8 lens. Set the aperture to f/3.2 for a shallow depth of field that keeps the food textures crisp while gently softening the background surface. The composition should be top-down (90°), with hands entering the frame: one hand taking a date from a glossy Medjool date plate and the other holding a clear glass of water. Adjust the shutter speed to 1/200 to maintain sharpness in the hand movement. Set the white balance to warm tones to enhance the appetizing colors of the food. Soft shadows and subtle highlights can be used to add depth on the wooden or marble table surface, creating a premium, inviting Ramadan Iftar atmosphere.",,Flux_16:9,2
"Meja sahur sederhana: roti, telur, air, jam dinding menunjukkan dini hari.",,Flux_16:9,2
"Potret seorang perempuan profesional di kantor, berdiri dengan tangan terlipat, background city view.",,Flux_16:9,2